Year;Value;Country;Region;Income group
2006;15,9;Guatemala;Latin America & Caribbean;Upper middle income
2007;15,8;Guatemala;Latin America & Caribbean;Upper middle income
2008;15,9;Guatemala;Latin America & Caribbean;Upper middle income
2009;15,6;Guatemala;Latin America & Caribbean;Upper middle income
2010;15,6;Guatemala;Latin America & Caribbean;Upper middle income
2011;15,6;Guatemala;Latin America & Caribbean;Upper middle income
2012;16,2;Guatemala;Latin America & Caribbean;Upper middle income
2013;16,4;Guatemala;Latin America & Caribbean;Upper middle income
2014;16,2;Guatemala;Latin America & Caribbean;Upper middle income
2015;15,6;Guatemala;Latin America & Caribbean;Upper middle income
2000;26,3;Guinea;Sub-Saharan Africa;Low income
2001;25,5;Guinea;Sub-Saharan Africa;Low income
2002;24,7;Guinea;Sub-Saharan Africa;Low income
2003;23,8;Guinea;Sub-Saharan Africa;Low income
2004;22,5;Guinea;Sub-Saharan Africa;Low income
2005;21,4;Guinea;Sub-Saharan Africa;Low income
2006;20,2;Guinea;Sub-Saharan Africa;Low income
2007;19,3;Guinea;Sub-Saharan Africa;Low income
2008;18,6;Guinea;Sub-Saharan Africa;Low income
2009;18,1;Guinea;Sub-Saharan Africa;Low income
2010;17,7;Guinea;Sub-Saharan Africa;Low income
2011;17,4;Guinea;Sub-Saharan Africa;Low income
2012;17,1;Guinea;Sub-Saharan Africa;Low income
2013;16,8;Guinea;Sub-Saharan Africa;Low income
2014;16,7;Guinea;Sub-Saharan Africa;Low income
2015;17,5;Guinea;Sub-Saharan Africa;Low income
2000;26,4;Guinea-Bissau;Sub-Saharan Africa;Low income
2001;25;Guinea-Bissau;Sub-Saharan Africa;Low income
2002;24,7;Guinea-Bissau;Sub-Saharan Africa;Low income
2003;25,1;Guinea-Bissau;Sub-Saharan Africa;Low income
2004;25,1;Guinea-Bissau;Sub-Saharan Africa;Low income
2005;24,9;Guinea-Bissau;Sub-Saharan Africa;Low income
2006;24,6;Guinea-Bissau;Sub-Saharan Africa;Low income
2007;24,2;Guinea-Bissau;Sub-Saharan Africa;Low income
2008;23,8;Guinea-Bissau;Sub-Saharan Africa;Low income
2009;23,3;Guinea-Bissau;Sub-Saharan Africa;Low income
2010;22,8;Guinea-Bissau;Sub-Saharan Africa;Low income
2011;22,7;Guinea-Bissau;Sub-Saharan Africa;Low income
2012;23,4;Guinea-Bissau;Sub-Saharan Africa;Low income
2013;25;Guinea-Bissau;Sub-Saharan Africa;Low income
2014;26,8;Guinea-Bissau;Sub-Saharan Africa;Low income
2015;28,3;Guinea-Bissau;Sub-Saharan Africa;Low income
2000;8,3;Guyana;Latin America & Caribbean;Upper middle income
2001;7,8;Guyana;Latin America & Caribbean;Upper middle income
2002;7,9;Guyana;Latin America & Caribbean;Upper middle income
2003;8,3;Guyana;Latin America & Caribbean;Upper middle income
2004;8,7;Guyana;Latin America & Caribbean;Upper middle income
2005;9,1;Guyana;Latin America & Caribbean;Upper middle income
2006;9,8;Guyana;Latin America & Caribbean;Upper middle income
2007;10,5;Guyana;Latin America & Caribbean;Upper middle income
2008;11,3;Guyana;Latin America & Caribbean;Upper middle income
2009;11,6;Guyana;Latin America & Caribbean;Upper middle income
2010;11,5;Guyana;Latin America & Caribbean;Upper middle income
2011;11;Guyana;Latin America & Caribbean;Upper middle income
2012;10,1;Guyana;Latin America & Caribbean;Upper middle income
2013;9,4;Guyana;Latin America & Caribbean;Upper middle income
2014;8,9;Guyana;Latin America & Caribbean;Upper middle income
2015;8,5;Guyana;Latin America & Caribbean;Upper middle income
2000;54,9;Haiti;Latin America & Caribbean;Low income
2001;56;Haiti;Latin America & Caribbean;Low income
2002;56,9;Haiti;Latin America & Caribbean;Low income
2003;57,6;Haiti;Latin America & Caribbean;Low income
2004;57,6;Haiti;Latin America & Caribbean;Low income
2005;57,1;Haiti;Latin America & Caribbean;Low income
2006;55,9;Haiti;Latin America & Caribbean;Low income
2007;54,5;Haiti;Latin America & Caribbean;Low income
2008;52,5;Haiti;Latin America & Caribbean;Low income
2009;50,8;Haiti;Latin America & Caribbean;Low income
2010;49,5;Haiti;Latin America & Caribbean;Low income
2011;49,6;Haiti;Latin America & Caribbean;Low income
2012;49,6;Haiti;Latin America & Caribbean;Low income
2013;49,4;Haiti;Latin America & Caribbean;Low income
2014;48,2;Haiti;Latin America & Caribbean;Low income
2015;46,8;Haiti;Latin America & Caribbean;Low income
2000;19,6;Honduras;Latin America & Caribbean;Lower middle income
2001;18,6;Honduras;Latin America & Caribbean;Lower middle income
2002;17,9;Honduras;Latin America & Caribbean;Lower middle income
2003;17,6;Honduras;Latin America & Caribbean;Lower middle income
2004;17,5;Honduras;Latin America & Caribbean;Lower middle income
2005;17,2;Honduras;Latin America & Caribbean;Lower middle income
2006;16,6;Honduras;Latin America & Caribbean;Lower middle income
2007;16;Honduras;Latin America & Caribbean;Lower middle income
2008;15,6;Honduras;Latin America & Caribbean;Lower middle income
2009;15,5;Honduras;Latin America & Caribbean;Lower middle income
2010;15,5;Honduras;Latin America & Caribbean;Lower middle income
2011;15,5;Honduras;Latin America & Caribbean;Lower middle income
2012;15,6;Honduras;Latin America & Caribbean;Lower middle income
2013;15,7;Honduras;Latin America & Caribbean;Lower middle income
2014;15,8;Honduras;Latin America & Caribbean;Lower middle income
2015;14,8;Honduras;Latin America & Caribbean;Lower middle income
2000;2,4;Hong Kong SAR, China;East Asia & Pacific;High income
2001;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2002;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2003;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2004;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2005;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2006;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2007;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2008;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2009;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2010;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2011;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2012;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2013;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2014;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2015;2,5;Hong Kong SAR, China;East Asia & Pacific;High income
2000;2,5;Hungary;Europe & Central Asia;High income
2001;2,5;Hungary;Europe & Central Asia;High income
2002;2,5;Hungary;Europe & Central Asia;High income
2003;2,5;Hungary;Europe & Central Asia;High income
2004;2,5;Hungary;Europe & Central Asia;High income
2005;2,5;Hungary;Europe & Central Asia;High income
2006;2,5;Hungary;Europe & Central Asia;High income
2007;2,5;Hungary;Europe & Central Asia;High income
2008;2,5;Hungary;Europe & Central Asia;High income
2009;2,5;Hungary;Europe & Central Asia;High income
2010;2,5;Hungary;Europe & Central Asia;High income
2011;2,5;Hungary;Europe & Central Asia;High income
2012;2,5;Hungary;Europe & Central Asia;High income
2013;2,5;Hungary;Europe & Central Asia;High income
2014;2,5;Hungary;Europe & Central Asia;High income
2015;2,5;Hungary;Europe & Central Asia;High income
2000;2,5;Iceland;Europe & Central Asia;High income
2001;2,5;Iceland;Europe & Central Asia;High income
2002;2,5;Iceland;Europe & Central Asia;High income
2003;2,5;Iceland;Europe & Central Asia;High income
2004;2,5;Iceland;Europe & Central Asia;High income
2005;2,5;Iceland;Europe & Central Asia;High income
2006;2,5;Iceland;Europe & Central Asia;High income
2007;2,5;Iceland;Europe & Central Asia;High income
2008;2,5;Iceland;Europe & Central Asia;High income
2009;2,5;Iceland;Europe & Central Asia;High income
2010;2,5;Iceland;Europe & Central Asia;High income
2011;2,5;Iceland;Europe & Central Asia;High income
2012;2,5;Iceland;Europe & Central Asia;High income
2013;2,5;Iceland;Europe & Central Asia;High income
2014;2,5;Iceland;Europe & Central Asia;High income
2015;2,5;Iceland;Europe & Central Asia;High income
2000;17,2;India;South Asia;Lower middle income
2001;18,3;India;South Asia;Lower middle income
2002;19,8;India;South Asia;Lower middle income
2003;20,8;India;South Asia;Lower middle income
2004;21,2;India;South Asia;Lower middle income
2005;20,5;India;South Asia;Lower middle income
2006;19;India;South Asia;Lower middle income
2007;17,4;India;South Asia;Lower middle income
2008;16,3;India;South Asia;Lower middle income
2009;15,8;India;South Asia;Lower middle income
2010;15,6;India;South Asia;Lower middle income
2011;15,5;India;South Asia;Lower middle income
2012;15,4;India;South Asia;Lower middle income
2013;15,2;India;South Asia;Lower middle income
2014;14,9;India;South Asia;Lower middle income
2015;14,5;India;South Asia;Lower middle income
2000;17,8;Indonesia;East Asia & Pacific;Lower middle income
2001;18,3;Indonesia;East Asia & Pacific;Lower middle income
2002;18,4;Indonesia;East Asia & Pacific;Lower middle income
2003;18,4;Indonesia;East Asia & Pacific;Lower middle income
2004;18,5;Indonesia;East Asia & Pacific;Lower middle income
2005;18,6;Indonesia;East Asia & Pacific;Lower middle income
2006;18,4;Indonesia;East Asia & Pacific;Lower middle income
2007;17,9;Indonesia;East Asia & Pacific;Lower middle income
2008;17;Indonesia;East Asia & Pacific;Lower middle income
2009;14,9;Indonesia;East Asia & Pacific;Lower middle income
2010;12,5;Indonesia;East Asia & Pacific;Lower middle income
2011;10,1;Indonesia;East Asia & Pacific;Lower middle income
2012;8,6;Indonesia;East Asia & Pacific;Lower middle income
2013;7,6;Indonesia;East Asia & Pacific;Lower middle income
2014;7;Indonesia;East Asia & Pacific;Lower middle income
2015;7,9;Indonesia;East Asia & Pacific;Lower middle income
2000;4,9;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2001;5,3;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2002;5,7;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2003;5,8;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2004;5,9;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2005;6,1;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2006;6,4;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2007;6,5;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2008;6,4;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2009;6,1;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2010;5,8;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2011;5,7;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2012;5,6;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2013;5,5;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2014;5,4;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2015;5,5;Iran, Islamic Rep.;Middle East & North Africa;Upper middle income
2000;28,3;Iraq;Middle East & North Africa;Upper middle income
2001;26,9;Iraq;Middle East & North Africa;Upper middle income
2002;26,6;Iraq;Middle East & North Africa;Upper middle income
2003;27,1;Iraq;Middle East & North Africa;Upper middle income
2004;27,4;Iraq;Middle East & North Africa;Upper middle income
2005;28,2;Iraq;Middle East & North Africa;Upper middle income
2006;29,3;Iraq;Middle East & North Africa;Upper middle income
2007;30;Iraq;Middle East & North Africa;Upper middle income
2008;29,6;Iraq;Middle East & North Africa;Upper middle income
2009;28,4;Iraq;Middle East & North Africa;Upper middle income
2010;27,2;Iraq;Middle East & North Africa;Upper middle income
2011;26,3;Iraq;Middle East & North Africa;Upper middle income
2012;25,9;Iraq;Middle East & North Africa;Upper middle income
2013;26;Iraq;Middle East & North Africa;Upper middle income
2014;26,7;Iraq;Middle East & North Africa;Upper middle income
2015;27,8;Iraq;Middle East & North Africa;Upper middle income
2000;2,5;Ireland;Europe & Central Asia;High income
2001;2,5;Ireland;Europe & Central Asia;High income
2002;2,5;Ireland;Europe & Central Asia;High income
2003;2,5;Ireland;Europe & Central Asia;High income
2004;2,5;Ireland;Europe & Central Asia;High income
2005;2,5;Ireland;Europe & Central Asia;High income
2006;2,5;Ireland;Europe & Central Asia;High income
2007;2,5;Ireland;Europe & Central Asia;High income
2008;2,5;Ireland;Europe & Central Asia;High income
2009;2,5;Ireland;Europe & Central Asia;High income
2010;2,5;Ireland;Europe & Central Asia;High income
2011;2,5;Ireland;Europe & Central Asia;High income
2012;2,5;Ireland;Europe & Central Asia;High income
2013;2,5;Ireland;Europe & Central Asia;High income
2014;2,5;Ireland;Europe & Central Asia;High income
2015;2,5;Ireland;Europe & Central Asia;High income
2000;2,5;Israel;Middle East & North Africa;High income
2001;2,5;Israel;Middle East & North Africa;High income
2002;2,5;Israel;Middle East & North Africa;High income
2003;2,5;Israel;Middle East & North Africa;High income
2004;2,5;Israel;Middle East & North Africa;High income
2005;2,5;Israel;Middle East & North Africa;High income
2006;2,5;Israel;Middle East & North Africa;High income
2007;2,5;Israel;Middle East & North Africa;High income
2008;2,5;Israel;Middle East & North Africa;High income
2009;2,5;Israel;Middle East & North Africa;High income
2010;2,5;Israel;Middle East & North Africa;High income
2011;2,5;Israel;Middle East & North Africa;High income
2012;2,5;Israel;Middle East & North Africa;High income
2013;2,5;Israel;Middle East & North Africa;High income
2014;2,5;Israel;Middle East & North Africa;High income
2015;2,5;Israel;Middle East & North Africa;High income
2000;2,5;Italy;Europe & Central Asia;High income
2001;2,5;Italy;Europe & Central Asia;High income
2002;2,5;Italy;Europe & Central Asia;High income
2003;2,5;Italy;Europe & Central Asia;High income
2004;2,5;Italy;Europe & Central Asia;High income
2005;2,5;Italy;Europe & Central Asia;High income
2006;2,5;Italy;Europe & Central Asia;High income
2007;2,5;Italy;Europe & Central Asia;High income
2008;2,5;Italy;Europe & Central Asia;High income
2009;2,5;Italy;Europe & Central Asia;High income
2010;2,5;Italy;Europe & Central Asia;High income
2011;2,5;Italy;Europe & Central Asia;High income
2012;2,5;Italy;Europe & Central Asia;High income
2013;2,5;Italy;Europe & Central Asia;High income
2014;2,5;Italy;Europe & Central Asia;High income
2015;2,5;Italy;Europe & Central Asia;High income
2000;7,3;Jamaica;Latin America & Caribbean;Upper middle income
2001;6,7;Jamaica;Latin America & Caribbean;Upper middle income
2002;6,5;Jamaica;Latin America & Caribbean;Upper middle income
2003;6,5;Jamaica;Latin America & Caribbean;Upper middle income
2004;6,7;Jamaica;Latin America & Caribbean;Upper middle income
2005;6,9;Jamaica;Latin America & Caribbean;Upper middle income
2006;7,3;Jamaica;Latin America & Caribbean;Upper middle income
2007;7,7;Jamaica;Latin America & Caribbean;Upper middle income
2008;8,2;Jamaica;Latin America & Caribbean;Upper middle income
2009;8,5;Jamaica;Latin America & Caribbean;Upper middle income
2010;8,8;Jamaica;Latin America & Caribbean;Upper middle income
2011;9;Jamaica;Latin America & Caribbean;Upper middle income
2012;9,2;Jamaica;Latin America & Caribbean;Upper middle income
2013;9,5;Jamaica;Latin America & Caribbean;Upper middle income
2014;9,2;Jamaica;Latin America & Caribbean;Upper middle income
2015;8,4;Jamaica;Latin America & Caribbean;Upper middle income
2000;2,5;Japan;East Asia & Pacific;High income
2001;2,5;Japan;East Asia & Pacific;High income
2002;2,5;Japan;East Asia & Pacific;High income
2003;2,5;Japan;East Asia & Pacific;High income
2004;2,5;Japan;East Asia & Pacific;High income
2005;2,5;Japan;East Asia & Pacific;High income
2006;2,5;Japan;East Asia & Pacific;High income
2007;2,5;Japan;East Asia & Pacific;High income
2008;2,5;Japan;East Asia & Pacific;High income
2009;2,4;Japan;East Asia & Pacific;High income
2010;2,5;Japan;East Asia & Pacific;High income
2011;2,5;Japan;East Asia & Pacific;High income
2012;2,5;Japan;East Asia & Pacific;High income
2013;2,5;Japan;East Asia & Pacific;High income
2014;2,5;Japan;East Asia & Pacific;High income
2015;2,5;Japan;East Asia & Pacific;High income
2000;8,1;Jordan;Middle East & North Africa;Upper middle income
2001;6,7;Jordan;Middle East & North Africa;Upper middle income
2002;5,2;Jordan;Middle East & North Africa;Upper middle income
2003;4,2;Jordan;Middle East & North Africa;Upper middle income
2004;3,6;Jordan;Middle East & North Africa;Upper middle income
2005;3,4;Jordan;Middle East & North Africa;Upper middle income
2006;3,4;Jordan;Middle East & North Africa;Upper middle income
2007;3,6;Jordan;Middle East & North Africa;Upper middle income
2008;3,7;Jordan;Middle East & North Africa;Upper middle income
2009;3,7;Jordan;Middle East & North Africa;Upper middle income
2010;3,7;Jordan;Middle East & North Africa;Upper middle income
2011;3,6;Jordan;Middle East & North Africa;Upper middle income
2012;3,7;Jordan;Middle East & North Africa;Upper middle income
2013;3,9;Jordan;Middle East & North Africa;Upper middle income
2014;4,2;Jordan;Middle East & North Africa;Upper middle income
2015;4,2;Jordan;Middle East & North Africa;Upper middle income
2000;5,9;Kazakhstan;Europe & Central Asia;Upper middle income
2001;5,7;Kazakhstan;Europe & Central Asia;Upper middle income
2002;5,7;Kazakhstan;Europe & Central Asia;Upper middle income
2003;5,9;Kazakhstan;Europe & Central Asia;Upper middle income
2004;6,1;Kazakhstan;Europe & Central Asia;Upper middle income
2005;5,8;Kazakhstan;Europe & Central Asia;Upper middle income
2006;5,2;Kazakhstan;Europe & Central Asia;Upper middle income
2007;4,3;Kazakhstan;Europe & Central Asia;Upper middle income
2008;3,8;Kazakhstan;Europe & Central Asia;Upper middle income
2009;3,4;Kazakhstan;Europe & Central Asia;Upper middle income
2010;3,1;Kazakhstan;Europe & Central Asia;Upper middle income
2011;2,7;Kazakhstan;Europe & Central Asia;Upper middle income
2012;2,5;Kazakhstan;Europe & Central Asia;Upper middle income
2013;2,5;Kazakhstan;Europe & Central Asia;Upper middle income
2014;2,5;Kazakhstan;Europe & Central Asia;Upper middle income
2015;2,5;Kazakhstan;Europe & Central Asia;Upper middle income
2000;32,2;Kenya;Sub-Saharan Africa;Lower middle income
2001;32,8;Kenya;Sub-Saharan Africa;Lower middle income
2002;34,1;Kenya;Sub-Saharan Africa;Lower middle income
2003;33,8;Kenya;Sub-Saharan Africa;Lower middle income
2004;31,9;Kenya;Sub-Saharan Africa;Lower middle income
2005;28,7;Kenya;Sub-Saharan Africa;Lower middle income
2006;26,8;Kenya;Sub-Saharan Africa;Lower middle income
2007;25,9;Kenya;Sub-Saharan Africa;Lower middle income
2008;25,6;Kenya;Sub-Saharan Africa;Lower middle income
2009;24,7;Kenya;Sub-Saharan Africa;Lower middle income
2010;23,7;Kenya;Sub-Saharan Africa;Lower middle income
2011;22,6;Kenya;Sub-Saharan Africa;Lower middle income
2012;21,6;Kenya;Sub-Saharan Africa;Lower middle income
2013;20,5;Kenya;Sub-Saharan Africa;Lower middle income
2014;19,4;Kenya;Sub-Saharan Africa;Lower middle income
2015;19,1;Kenya;Sub-Saharan Africa;Lower middle income
2000;4,4;Kiribati;East Asia & Pacific;Lower middle income
2001;4,3;Kiribati;East Asia & Pacific;Lower middle income
2002;4,5;Kiribati;East Asia & Pacific;Lower middle income
2003;4,6;Kiribati;East Asia & Pacific;Lower middle income
2004;4,7;Kiribati;East Asia & Pacific;Lower middle income
2005;4,6;Kiribati;East Asia & Pacific;Lower middle income
2006;4,6;Kiribati;East Asia & Pacific;Lower middle income
2007;4,6;Kiribati;East Asia & Pacific;Lower middle income
2008;4,4;Kiribati;East Asia & Pacific;Lower middle income
2009;4,1;Kiribati;East Asia & Pacific;Lower middle income
2010;3,7;Kiribati;East Asia & Pacific;Lower middle income
2011;3,3;Kiribati;East Asia & Pacific;Lower middle income
2012;3,1;Kiribati;East Asia & Pacific;Lower middle income
2013;3,1;Kiribati;East Asia & Pacific;Lower middle income
2014;3,2;Kiribati;East Asia & Pacific;Lower middle income
2015;3,3;Kiribati;East Asia & Pacific;Lower middle income
2000;37,5;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2001;37,1;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2002;35,5;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2003;34,5;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2004;34,1;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2005;35,4;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2006;37,3;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2007;39,3;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2008;40,8;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2009;41,6;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2010;41,8;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2011;41,9;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2012;41,7;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2013;41,4;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2014;41;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2015;40,8;Korea, Dem. People’s Rep.;East Asia & Pacific;Low income
2000;2,5;Korea, Rep.;East Asia & Pacific;High income
2001;2,5;Korea, Rep.;East Asia & Pacific;High income
2002;2,5;Korea, Rep.;East Asia & Pacific;High income
2003;2,5;Korea, Rep.;East Asia & Pacific;High income
2004;2,5;Korea, Rep.;East Asia & Pacific;High income
2005;2,5;Korea, Rep.;East Asia & Pacific;High income
2006;2,5;Korea, Rep.;East Asia & Pacific;High income
2007;2,5;Korea, Rep.;East Asia & Pacific;High income
2008;2,5;Korea, Rep.;East Asia & Pacific;High income
2009;2,5;Korea, Rep.;East Asia & Pacific;High income
2010;2,5;Korea, Rep.;East Asia & Pacific;High income
2011;2,5;Korea, Rep.;East Asia & Pacific;High income
2012;2,5;Korea, Rep.;East Asia & Pacific;High income
2013;2,5;Korea, Rep.;East Asia & Pacific;High income
2014;2,5;Korea, Rep.;East Asia & Pacific;High income
2015;2,5;Korea, Rep.;East Asia & Pacific;High income
2000;2,5;Kuwait;Middle East & North Africa;High income
2001;2,5;Kuwait;Middle East & North Africa;High income
2002;2,5;Kuwait;Middle East & North Africa;High income
2003;2,5;Kuwait;Middle East & North Africa;High income
2004;2,5;Kuwait;Middle East & North Africa;High income
2005;2,5;Kuwait;Middle East & North Africa;High income
2006;2,5;Kuwait;Middle East & North Africa;High income
2007;2,5;Kuwait;Middle East & North Africa;High income
2008;2,5;Kuwait;Middle East & North Africa;High income
2009;2,5;Kuwait;Middle East & North Africa;High income
2010;2,5;Kuwait;Middle East & North Africa;High income
2011;2,5;Kuwait;Middle East & North Africa;High income
2012;2,5;Kuwait;Middle East & North Africa;High income
2013;2,5;Kuwait;Middle East & North Africa;High income
2014;2,5;Kuwait;Middle East & North Africa;High income
2015;2,5;Kuwait;Middle East & North Africa;High income
2000;16,3;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2001;15,8;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2002;14,3;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2003;11,9;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2004;10,2;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2005;9,7;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2006;10;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2007;10,2;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2008;9,8;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2009;9;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2010;8,2;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2011;7,7;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2012;7,3;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2013;6,9;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2014;6,7;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2015;6,4;Kyrgyz Republic;Europe & Central Asia;Lower middle income
2000;37,6;Lao PDR;East Asia & Pacific;Lower middle income
2001;35,9;Lao PDR;East Asia & Pacific;Lower middle income
2002;33,8;Lao PDR;East Asia & Pacific;Lower middle income
2003;31,3;Lao PDR;East Asia & Pacific;Lower middle income
2004;28,9;Lao PDR;East Asia & Pacific;Lower middle income
2005;26,8;Lao PDR;East Asia & Pacific;Lower middle income
2006;25,7;Lao PDR;East Asia & Pacific;Lower middle income
2007;24,5;Lao PDR;East Asia & Pacific;Lower middle income
2008;23,6;Lao PDR;East Asia & Pacific;Lower middle income
2009;22;Lao PDR;East Asia & Pacific;Lower middle income
2010;20,7;Lao PDR;East Asia & Pacific;Lower middle income
2011;19,2;Lao PDR;East Asia & Pacific;Lower middle income
2012;18,3;Lao PDR;East Asia & Pacific;Lower middle income
2013;17,4;Lao PDR;East Asia & Pacific;Lower middle income
2014;17;Lao PDR;East Asia & Pacific;Lower middle income
2015;17,1;Lao PDR;East Asia & Pacific;Lower middle income
2000;5,2;Latvia;Europe & Central Asia;High income
2001;4,5;Latvia;Europe & Central Asia;High income
2002;3,6;Latvia;Europe & Central Asia;High income
2003;2,9;Latvia;Europe & Central Asia;High income
2004;2,5;Latvia;Europe & Central Asia;High income
2005;2,5;Latvia;Europe & Central Asia;High income
2006;2,5;Latvia;Europe & Central Asia;High income
2007;2,5;Latvia;Europe & Central Asia;High income
2008;2,5;Latvia;Europe & Central Asia;High income
2009;2,5;Latvia;Europe & Central Asia;High income
2010;2,5;Latvia;Europe & Central Asia;High income
2011;2,5;Latvia;Europe & Central Asia;High income
2012;2,5;Latvia;Europe & Central Asia;High income
2013;2,5;Latvia;Europe & Central Asia;High income
2014;2,5;Latvia;Europe & Central Asia;High income
2015;2,5;Latvia;Europe & Central Asia;High income
2000;2,5;Lebanon;Middle East & North Africa;Upper middle income
2001;2,5;Lebanon;Middle East & North Africa;Upper middle income
2002;2,5;Lebanon;Middle East & North Africa;Upper middle income
2003;2,8;Lebanon;Middle East & North Africa;Upper middle income
2004;3,2;Lebanon;Middle East & North Africa;Upper middle income
2005;3,5;Lebanon;Middle East & North Africa;Upper middle income
2006;3,7;Lebanon;Middle East & North Africa;Upper middle income
2007;3,8;Lebanon;Middle East & North Africa;Upper middle income
2008;3,9;Lebanon;Middle East & North Africa;Upper middle income
2009;4;Lebanon;Middle East & North Africa;Upper middle income
2010;4,2;Lebanon;Middle East & North Africa;Upper middle income
2011;4,5;Lebanon;Middle East & North Africa;Upper middle income
2012;4,8;Lebanon;Middle East & North Africa;Upper middle income
2013;5,1;Lebanon;Middle East & North Africa;Upper middle income
2014;5,3;Lebanon;Middle East & North Africa;Upper middle income
2015;5,4;Lebanon;Middle East & North Africa;Upper middle income
2000;13,7;Lesotho;Sub-Saharan Africa;Lower middle income
2001;13;Lesotho;Sub-Saharan Africa;Lower middle income
2002;12,6;Lesotho;Sub-Saharan Africa;Lower middle income
2003;12,3;Lesotho;Sub-Saharan Africa;Lower middle income
2004;12;Lesotho;Sub-Saharan Africa;Lower middle income
2005;11,7;Lesotho;Sub-Saharan Africa;Lower middle income
2006;11,7;Lesotho;Sub-Saharan Africa;Lower middle income
2007;12;Lesotho;Sub-Saharan Africa;Lower middle income
2008;12,3;Lesotho;Sub-Saharan Africa;Lower middle income
2009;12,6;Lesotho;Sub-Saharan Africa;Lower middle income
2010;12,8;Lesotho;Sub-Saharan Africa;Lower middle income
2011;13,2;Lesotho;Sub-Saharan Africa;Lower middle income
2012;13,6;Lesotho;Sub-Saharan Africa;Lower middle income
2013;14,1;Lesotho;Sub-Saharan Africa;Lower middle income
2014;14,4;Lesotho;Sub-Saharan Africa;Lower middle income
2015;14,5;Lesotho;Sub-Saharan Africa;Lower middle income
2000;38,4;Liberia;Sub-Saharan Africa;Low income
2001;39,8;Liberia;Sub-Saharan Africa;Low income
2002;40,6;Liberia;Sub-Saharan Africa;Low income
2003;40,7;Liberia;Sub-Saharan Africa;Low income
2004;40;Liberia;Sub-Saharan Africa;Low income
2005;39,4;Liberia;Sub-Saharan Africa;Low income
2006;39;Liberia;Sub-Saharan Africa;Low income
2007;38,2;Liberia;Sub-Saharan Africa;Low income
