Year;Value;Country;Region;Income group
1980;;Kuwait;Middle East & North Africa;High income
1981;;Kuwait;Middle East & North Africa;High income
1982;;Kuwait;Middle East & North Africa;High income
1983;;Kuwait;Middle East & North Africa;High income
1984;;Kuwait;Middle East & North Africa;High income
1985;;Kuwait;Middle East & North Africa;High income
1986;;Kuwait;Middle East & North Africa;High income
1987;;Kuwait;Middle East & North Africa;High income
1988;;Kuwait;Middle East & North Africa;High income
1989;;Kuwait;Middle East & North Africa;High income
1990;;Kuwait;Middle East & North Africa;High income
1991;;Kuwait;Middle East & North Africa;High income
1992;;Kuwait;Middle East & North Africa;High income
1993;;Kuwait;Middle East & North Africa;High income
1994;;Kuwait;Middle East & North Africa;High income
1995;;Kuwait;Middle East & North Africa;High income
1996;;Kuwait;Middle East & North Africa;High income
1997;;Kuwait;Middle East & North Africa;High income
1998;;Kuwait;Middle East & North Africa;High income
1999;;Kuwait;Middle East & North Africa;High income
2000;;Kuwait;Middle East & North Africa;High income
2001;;Kuwait;Middle East & North Africa;High income
2002;;Kuwait;Middle East & North Africa;High income
2003;;Kuwait;Middle East & North Africa;High income
2004;;Kuwait;Middle East & North Africa;High income
2005;;Kuwait;Middle East & North Africa;High income
2006;;Kuwait;Middle East & North Africa;High income
2007;;Kuwait;Middle East & North Africa;High income
2008;;Kuwait;Middle East & North Africa;High income
2009;;Kuwait;Middle East & North Africa;High income
2010;;Kuwait;Middle East & North Africa;High income
2011;;Kuwait;Middle East & North Africa;High income
2012;;Kuwait;Middle East & North Africa;High income
2013;;Kuwait;Middle East & North Africa;High income
2014;;Kuwait;Middle East & North Africa;High income
2015;;Kuwait;Middle East & North Africa;High income
2016;;Kuwait;Middle East & North Africa;High income
1980;;Lao PDR;East Asia & Pacific;Lower middle income
1981;;Lao PDR;East Asia & Pacific;Lower middle income
1982;;Lao PDR;East Asia & Pacific;Lower middle income
1983;;Lao PDR;East Asia & Pacific;Lower middle income
1984;;Lao PDR;East Asia & Pacific;Lower middle income
1985;;Lao PDR;East Asia & Pacific;Lower middle income
1986;;Lao PDR;East Asia & Pacific;Lower middle income
1987;;Lao PDR;East Asia & Pacific;Lower middle income
1988;;Lao PDR;East Asia & Pacific;Lower middle income
1989;;Lao PDR;East Asia & Pacific;Lower middle income
1990;;Lao PDR;East Asia & Pacific;Lower middle income
1991;;Lao PDR;East Asia & Pacific;Lower middle income
1992;32,6;Lao PDR;East Asia & Pacific;Lower middle income
1993;;Lao PDR;East Asia & Pacific;Lower middle income
1994;;Lao PDR;East Asia & Pacific;Lower middle income
1995;;Lao PDR;East Asia & Pacific;Lower middle income
1996;;Lao PDR;East Asia & Pacific;Lower middle income
1997;52,4;Lao PDR;East Asia & Pacific;Lower middle income
1998;;Lao PDR;East Asia & Pacific;Lower middle income
1999;;Lao PDR;East Asia & Pacific;Lower middle income
2000;;Lao PDR;East Asia & Pacific;Lower middle income
2001;;Lao PDR;East Asia & Pacific;Lower middle income
2002;33,8;Lao PDR;East Asia & Pacific;Lower middle income
2003;;Lao PDR;East Asia & Pacific;Lower middle income
2004;;Lao PDR;East Asia & Pacific;Lower middle income
2005;;Lao PDR;East Asia & Pacific;Lower middle income
2006;;Lao PDR;East Asia & Pacific;Lower middle income
2007;27;Lao PDR;East Asia & Pacific;Lower middle income
2008;;Lao PDR;East Asia & Pacific;Lower middle income
2009;;Lao PDR;East Asia & Pacific;Lower middle income
2010;;Lao PDR;East Asia & Pacific;Lower middle income
2011;;Lao PDR;East Asia & Pacific;Lower middle income
2012;22,7;Lao PDR;East Asia & Pacific;Lower middle income
2013;;Lao PDR;East Asia & Pacific;Lower middle income
2014;;Lao PDR;East Asia & Pacific;Lower middle income
2015;;Lao PDR;East Asia & Pacific;Lower middle income
2016;;Lao PDR;East Asia & Pacific;Lower middle income
1980;;Lebanon;Middle East & North Africa;Upper middle income
1981;;Lebanon;Middle East & North Africa;Upper middle income
1982;;Lebanon;Middle East & North Africa;Upper middle income
1983;;Lebanon;Middle East & North Africa;Upper middle income
1984;;Lebanon;Middle East & North Africa;Upper middle income
1985;;Lebanon;Middle East & North Africa;Upper middle income
1986;;Lebanon;Middle East & North Africa;Upper middle income
1987;;Lebanon;Middle East & North Africa;Upper middle income
1988;;Lebanon;Middle East & North Africa;Upper middle income
1989;;Lebanon;Middle East & North Africa;Upper middle income
1990;;Lebanon;Middle East & North Africa;Upper middle income
1991;;Lebanon;Middle East & North Africa;Upper middle income
1992;;Lebanon;Middle East & North Africa;Upper middle income
1993;;Lebanon;Middle East & North Africa;Upper middle income
1994;;Lebanon;Middle East & North Africa;Upper middle income
1995;;Lebanon;Middle East & North Africa;Upper middle income
1996;;Lebanon;Middle East & North Africa;Upper middle income
1997;;Lebanon;Middle East & North Africa;Upper middle income
1998;;Lebanon;Middle East & North Africa;Upper middle income
1999;;Lebanon;Middle East & North Africa;Upper middle income
2000;;Lebanon;Middle East & North Africa;Upper middle income
2001;;Lebanon;Middle East & North Africa;Upper middle income
2002;;Lebanon;Middle East & North Africa;Upper middle income
2003;;Lebanon;Middle East & North Africa;Upper middle income
2004;;Lebanon;Middle East & North Africa;Upper middle income
2005;;Lebanon;Middle East & North Africa;Upper middle income
2006;;Lebanon;Middle East & North Africa;Upper middle income
2007;;Lebanon;Middle East & North Africa;Upper middle income
2008;;Lebanon;Middle East & North Africa;Upper middle income
2009;;Lebanon;Middle East & North Africa;Upper middle income
2010;;Lebanon;Middle East & North Africa;Upper middle income
2011;0;Lebanon;Middle East & North Africa;Upper middle income
2012;;Lebanon;Middle East & North Africa;Upper middle income
2013;;Lebanon;Middle East & North Africa;Upper middle income
2014;;Lebanon;Middle East & North Africa;Upper middle income
2015;;Lebanon;Middle East & North Africa;Upper middle income
2016;;Lebanon;Middle East & North Africa;Upper middle income
1980;;Liberia;Sub-Saharan Africa;Low income
1981;;Liberia;Sub-Saharan Africa;Low income
1982;;Liberia;Sub-Saharan Africa;Low income
1983;;Liberia;Sub-Saharan Africa;Low income
1984;;Liberia;Sub-Saharan Africa;Low income
1985;;Liberia;Sub-Saharan Africa;Low income
1986;;Liberia;Sub-Saharan Africa;Low income
1987;;Liberia;Sub-Saharan Africa;Low income
1988;;Liberia;Sub-Saharan Africa;Low income
1989;;Liberia;Sub-Saharan Africa;Low income
1990;;Liberia;Sub-Saharan Africa;Low income
1991;;Liberia;Sub-Saharan Africa;Low income
1992;;Liberia;Sub-Saharan Africa;Low income
1993;;Liberia;Sub-Saharan Africa;Low income
1994;;Liberia;Sub-Saharan Africa;Low income
1995;;Liberia;Sub-Saharan Africa;Low income
1996;;Liberia;Sub-Saharan Africa;Low income
1997;;Liberia;Sub-Saharan Africa;Low income
1998;;Liberia;Sub-Saharan Africa;Low income
1999;;Liberia;Sub-Saharan Africa;Low income
2000;;Liberia;Sub-Saharan Africa;Low income
2001;;Liberia;Sub-Saharan Africa;Low income
2002;;Liberia;Sub-Saharan Africa;Low income
2003;;Liberia;Sub-Saharan Africa;Low income
2004;;Liberia;Sub-Saharan Africa;Low income
2005;;Liberia;Sub-Saharan Africa;Low income
2006;;Liberia;Sub-Saharan Africa;Low income
2007;68,6;Liberia;Sub-Saharan Africa;Low income
2008;;Liberia;Sub-Saharan Africa;Low income
2009;;Liberia;Sub-Saharan Africa;Low income
2010;;Liberia;Sub-Saharan Africa;Low income
2011;;Liberia;Sub-Saharan Africa;Low income
2012;;Liberia;Sub-Saharan Africa;Low income
2013;;Liberia;Sub-Saharan Africa;Low income
2014;38,6;Liberia;Sub-Saharan Africa;Low income
2015;;Liberia;Sub-Saharan Africa;Low income
2016;;Liberia;Sub-Saharan Africa;Low income
1980;;Libya;Middle East & North Africa;Upper middle income
1981;;Libya;Middle East & North Africa;Upper middle income
1982;;Libya;Middle East & North Africa;Upper middle income
1983;;Libya;Middle East & North Africa;Upper middle income
1984;;Libya;Middle East & North Africa;Upper middle income
1985;;Libya;Middle East & North Africa;Upper middle income
1986;;Libya;Middle East & North Africa;Upper middle income
1987;;Libya;Middle East & North Africa;Upper middle income
1988;;Libya;Middle East & North Africa;Upper middle income
1989;;Libya;Middle East & North Africa;Upper middle income
1990;;Libya;Middle East & North Africa;Upper middle income
1991;;Libya;Middle East & North Africa;Upper middle income
1992;;Libya;Middle East & North Africa;Upper middle income
1993;;Libya;Middle East & North Africa;Upper middle income
1994;;Libya;Middle East & North Africa;Upper middle income
1995;;Libya;Middle East & North Africa;Upper middle income
1996;;Libya;Middle East & North Africa;Upper middle income
1997;;Libya;Middle East & North Africa;Upper middle income
1998;;Libya;Middle East & North Africa;Upper middle income
1999;;Libya;Middle East & North Africa;Upper middle income
2000;;Libya;Middle East & North Africa;Upper middle income
2001;;Libya;Middle East & North Africa;Upper middle income
2002;;Libya;Middle East & North Africa;Upper middle income
2003;;Libya;Middle East & North Africa;Upper middle income
2004;;Libya;Middle East & North Africa;Upper middle income
2005;;Libya;Middle East & North Africa;Upper middle income
2006;;Libya;Middle East & North Africa;Upper middle income
2007;;Libya;Middle East & North Africa;Upper middle income
2008;;Libya;Middle East & North Africa;Upper middle income
2009;;Libya;Middle East & North Africa;Upper middle income
2010;;Libya;Middle East & North Africa;Upper middle income
2011;;Libya;Middle East & North Africa;Upper middle income
2012;;Libya;Middle East & North Africa;Upper middle income
2013;;Libya;Middle East & North Africa;Upper middle income
2014;;Libya;Middle East & North Africa;Upper middle income
2015;;Libya;Middle East & North Africa;Upper middle income
2016;;Libya;Middle East & North Africa;Upper middle income
1980;;St. Lucia;Latin America & Caribbean;Upper middle income
1981;;St. Lucia;Latin America & Caribbean;Upper middle income
1982;;St. Lucia;Latin America & Caribbean;Upper middle income
1983;;St. Lucia;Latin America & Caribbean;Upper middle income
1984;;St. Lucia;Latin America & Caribbean;Upper middle income
1985;;St. Lucia;Latin America & Caribbean;Upper middle income
1986;;St. Lucia;Latin America & Caribbean;Upper middle income
1987;;St. Lucia;Latin America & Caribbean;Upper middle income
1988;;St. Lucia;Latin America & Caribbean;Upper middle income
1989;;St. Lucia;Latin America & Caribbean;Upper middle income
1990;;St. Lucia;Latin America & Caribbean;Upper middle income
1991;;St. Lucia;Latin America & Caribbean;Upper middle income
1992;;St. Lucia;Latin America & Caribbean;Upper middle income
1993;;St. Lucia;Latin America & Caribbean;Upper middle income
1994;;St. Lucia;Latin America & Caribbean;Upper middle income
1995;35,8;St. Lucia;Latin America & Caribbean;Upper middle income
1996;;St. Lucia;Latin America & Caribbean;Upper middle income
1997;;St. Lucia;Latin America & Caribbean;Upper middle income
1998;;St. Lucia;Latin America & Caribbean;Upper middle income
1999;;St. Lucia;Latin America & Caribbean;Upper middle income
2000;;St. Lucia;Latin America & Caribbean;Upper middle income
2001;;St. Lucia;Latin America & Caribbean;Upper middle income
2002;;St. Lucia;Latin America & Caribbean;Upper middle income
2003;;St. Lucia;Latin America & Caribbean;Upper middle income
2004;;St. Lucia;Latin America & Caribbean;Upper middle income
2005;;St. Lucia;Latin America & Caribbean;Upper middle income
2006;;St. Lucia;Latin America & Caribbean;Upper middle income
2007;;St. Lucia;Latin America & Caribbean;Upper middle income
2008;;St. Lucia;Latin America & Caribbean;Upper middle income
2009;;St. Lucia;Latin America & Caribbean;Upper middle income
2010;;St. Lucia;Latin America & Caribbean;Upper middle income
2011;;St. Lucia;Latin America & Caribbean;Upper middle income
2012;;St. Lucia;Latin America & Caribbean;Upper middle income
2013;;St. Lucia;Latin America & Caribbean;Upper middle income
2014;;St. Lucia;Latin America & Caribbean;Upper middle income
2015;;St. Lucia;Latin America & Caribbean;Upper middle income
2016;;St. Lucia;Latin America & Caribbean;Upper middle income
1980;;Liechtenstein;Europe & Central Asia;High income
1981;;Liechtenstein;Europe & Central Asia;High income
1982;;Liechtenstein;Europe & Central Asia;High income
1983;;Liechtenstein;Europe & Central Asia;High income
1984;;Liechtenstein;Europe & Central Asia;High income
1985;;Liechtenstein;Europe & Central Asia;High income
1986;;Liechtenstein;Europe & Central Asia;High income
1987;;Liechtenstein;Europe & Central Asia;High income
1988;;Liechtenstein;Europe & Central Asia;High income
1989;;Liechtenstein;Europe & Central Asia;High income
1990;;Liechtenstein;Europe & Central Asia;High income
1991;;Liechtenstein;Europe & Central Asia;High income
1992;;Liechtenstein;Europe & Central Asia;High income
1993;;Liechtenstein;Europe & Central Asia;High income
1994;;Liechtenstein;Europe & Central Asia;High income
1995;;Liechtenstein;Europe & Central Asia;High income
1996;;Liechtenstein;Europe & Central Asia;High income
1997;;Liechtenstein;Europe & Central Asia;High income
1998;;Liechtenstein;Europe & Central Asia;High income
1999;;Liechtenstein;Europe & Central Asia;High income
2000;;Liechtenstein;Europe & Central Asia;High income
2001;;Liechtenstein;Europe & Central Asia;High income
2002;;Liechtenstein;Europe & Central Asia;High income
2003;;Liechtenstein;Europe & Central Asia;High income
2004;;Liechtenstein;Europe & Central Asia;High income
2005;;Liechtenstein;Europe & Central Asia;High income
2006;;Liechtenstein;Europe & Central Asia;High income
2007;;Liechtenstein;Europe & Central Asia;High income
2008;;Liechtenstein;Europe & Central Asia;High income
2009;;Liechtenstein;Europe & Central Asia;High income
2010;;Liechtenstein;Europe & Central Asia;High income
2011;;Liechtenstein;Europe & Central Asia;High income
2012;;Liechtenstein;Europe & Central Asia;High income
2013;;Liechtenstein;Europe & Central Asia;High income
2014;;Liechtenstein;Europe & Central Asia;High income
2015;;Liechtenstein;Europe & Central Asia;High income
2016;;Liechtenstein;Europe & Central Asia;High income
1980;;Sri Lanka;South Asia;Lower middle income
1981;;Sri Lanka;South Asia;Lower middle income
1982;;Sri Lanka;South Asia;Lower middle income
1983;;Sri Lanka;South Asia;Lower middle income
1984;;Sri Lanka;South Asia;Lower middle income
1985;13,3;Sri Lanka;South Asia;Lower middle income
1986;;Sri Lanka;South Asia;Lower middle income
1987;;Sri Lanka;South Asia;Lower middle income
1988;;Sri Lanka;South Asia;Lower middle income
1989;;Sri Lanka;South Asia;Lower middle income
1990;8,7;Sri Lanka;South Asia;Lower middle income
1991;;Sri Lanka;South Asia;Lower middle income
1992;;Sri Lanka;South Asia;Lower middle income
1993;;Sri Lanka;South Asia;Lower middle income
1994;;Sri Lanka;South Asia;Lower middle income
1995;8,8;Sri Lanka;South Asia;Lower middle income
1996;;Sri Lanka;South Asia;Lower middle income
1997;;Sri Lanka;South Asia;Lower middle income
1998;;Sri Lanka;South Asia;Lower middle income
1999;;Sri Lanka;South Asia;Lower middle income
2000;;Sri Lanka;South Asia;Lower middle income
2001;;Sri Lanka;South Asia;Lower middle income
2002;8,3;Sri Lanka;South Asia;Lower middle income
2003;;Sri Lanka;South Asia;Lower middle income
2004;;Sri Lanka;South Asia;Lower middle income
2005;;Sri Lanka;South Asia;Lower middle income
2006;3,8;Sri Lanka;South Asia;Lower middle income
2007;;Sri Lanka;South Asia;Lower middle income
2008;;Sri Lanka;South Asia;Lower middle income
2009;2,4;Sri Lanka;South Asia;Lower middle income
2010;;Sri Lanka;South Asia;Lower middle income
2011;;Sri Lanka;South Asia;Lower middle income
2012;1,9;Sri Lanka;South Asia;Lower middle income
2013;;Sri Lanka;South Asia;Lower middle income
2014;;Sri Lanka;South Asia;Lower middle income
2015;;Sri Lanka;South Asia;Lower middle income
2016;0,7;Sri Lanka;South Asia;Lower middle income
1980;;Lesotho;Sub-Saharan Africa;Lower middle income
1981;;Lesotho;Sub-Saharan Africa;Lower middle income
1982;;Lesotho;Sub-Saharan Africa;Lower middle income
1983;;Lesotho;Sub-Saharan Africa;Lower middle income
1984;;Lesotho;Sub-Saharan Africa;Lower middle income
1985;;Lesotho;Sub-Saharan Africa;Lower middle income
1986;74,8;Lesotho;Sub-Saharan Africa;Lower middle income
1987;;Lesotho;Sub-Saharan Africa;Lower middle income
1988;;Lesotho;Sub-Saharan Africa;Lower middle income
1989;;Lesotho;Sub-Saharan Africa;Lower middle income
1990;;Lesotho;Sub-Saharan Africa;Lower middle income
1991;;Lesotho;Sub-Saharan Africa;Lower middle income
1992;;Lesotho;Sub-Saharan Africa;Lower middle income
1993;;Lesotho;Sub-Saharan Africa;Lower middle income
1994;69,6;Lesotho;Sub-Saharan Africa;Lower middle income
1995;;Lesotho;Sub-Saharan Africa;Lower middle income
1996;;Lesotho;Sub-Saharan Africa;Lower middle income
1997;;Lesotho;Sub-Saharan Africa;Lower middle income
1998;;Lesotho;Sub-Saharan Africa;Lower middle income
1999;;Lesotho;Sub-Saharan Africa;Lower middle income
2000;;Lesotho;Sub-Saharan Africa;Lower middle income
2001;;Lesotho;Sub-Saharan Africa;Lower middle income
2002;61,3;Lesotho;Sub-Saharan Africa;Lower middle income
2003;;Lesotho;Sub-Saharan Africa;Lower middle income
2004;;Lesotho;Sub-Saharan Africa;Lower middle income
2005;;Lesotho;Sub-Saharan Africa;Lower middle income
2006;;Lesotho;Sub-Saharan Africa;Lower middle income
2007;;Lesotho;Sub-Saharan Africa;Lower middle income
2008;;Lesotho;Sub-Saharan Africa;Lower middle income
2009;;Lesotho;Sub-Saharan Africa;Lower middle income
2010;59,6;Lesotho;Sub-Saharan Africa;Lower middle income
2011;;Lesotho;Sub-Saharan Africa;Lower middle income
2012;;Lesotho;Sub-Saharan Africa;Lower middle income
2013;;Lesotho;Sub-Saharan Africa;Lower middle income
2014;;Lesotho;Sub-Saharan Africa;Lower middle income
2015;;Lesotho;Sub-Saharan Africa;Lower middle income
2016;;Lesotho;Sub-Saharan Africa;Lower middle income
1980;;Lithuania;Europe & Central Asia;High income
1981;;Lithuania;Europe & Central Asia;High income
1982;;Lithuania;Europe & Central Asia;High income
1983;;Lithuania;Europe & Central Asia;High income
1984;;Lithuania;Europe & Central Asia;High income
1985;;Lithuania;Europe & Central Asia;High income
1986;;Lithuania;Europe & Central Asia;High income
1987;;Lithuania;Europe & Central Asia;High income
1988;;Lithuania;Europe & Central Asia;High income
1989;;Lithuania;Europe & Central Asia;High income
1990;;Lithuania;Europe & Central Asia;High income
1991;;Lithuania;Europe & Central Asia;High income
1992;;Lithuania;Europe & Central Asia;High income
1993;7;Lithuania;Europe & Central Asia;High income
1994;;Lithuania;Europe & Central Asia;High income
1995;;Lithuania;Europe & Central Asia;High income
1996;;Lithuania;Europe & Central Asia;High income
1997;;Lithuania;Europe & Central Asia;High income
1998;;Lithuania;Europe & Central Asia;High income
1999;;Lithuania;Europe & Central Asia;High income
2000;;Lithuania;Europe & Central Asia;High income
2001;;Lithuania;Europe & Central Asia;High income
2002;;Lithuania;Europe & Central Asia;High income
2003;;Lithuania;Europe & Central Asia;High income
2004;2,7;Lithuania;Europe & Central Asia;High income
2005;1,7;Lithuania;Europe & Central Asia;High income
2006;1,5;Lithuania;Europe & Central Asia;High income
2007;1,2;Lithuania;Europe & Central Asia;High income
2008;1,5;Lithuania;Europe & Central Asia;High income
2009;2,2;Lithuania;Europe & Central Asia;High income
2010;1,5;Lithuania;Europe & Central Asia;High income
2011;0,7;Lithuania;Europe & Central Asia;High income
2012;1;Lithuania;Europe & Central Asia;High income
2013;0,7;Lithuania;Europe & Central Asia;High income
2014;1,2;Lithuania;Europe & Central Asia;High income
2015;0,7;Lithuania;Europe & Central Asia;High income
2016;;Lithuania;Europe & Central Asia;High income
1980;;Luxembourg;Europe & Central Asia;High income
1981;;Luxembourg;Europe & Central Asia;High income
1982;;Luxembourg;Europe & Central Asia;High income
1983;;Luxembourg;Europe & Central Asia;High income
1984;;Luxembourg;Europe & Central Asia;High income
1985;;Luxembourg;Europe & Central Asia;High income
1986;;Luxembourg;Europe & Central Asia;High income
1987;;Luxembourg;Europe & Central Asia;High income
1988;;Luxembourg;Europe & Central Asia;High income
1989;;Luxembourg;Europe & Central Asia;High income
1990;;Luxembourg;Europe & Central Asia;High income
1991;;Luxembourg;Europe & Central Asia;High income
1992;;Luxembourg;Europe & Central Asia;High income
1993;;Luxembourg;Europe & Central Asia;High income
1994;;Luxembourg;Europe & Central Asia;High income
1995;;Luxembourg;Europe & Central Asia;High income
1996;;Luxembourg;Europe & Central Asia;High income
1997;;Luxembourg;Europe & Central Asia;High income
1998;;Luxembourg;Europe & Central Asia;High income
1999;;Luxembourg;Europe & Central Asia;High income
2000;;Luxembourg;Europe & Central Asia;High income
2001;;Luxembourg;Europe & Central Asia;High income
2002;;Luxembourg;Europe & Central Asia;High income
2003;0;Luxembourg;Europe & Central Asia;High income
2004;0;Luxembourg;Europe & Central Asia;High income
2005;0;Luxembourg;Europe & Central Asia;High income
2006;0;Luxembourg;Europe & Central Asia;High income
2007;0;Luxembourg;Europe & Central Asia;High income
2008;0;Luxembourg;Europe & Central Asia;High income
2009;0;Luxembourg;Europe & Central Asia;High income
2010;0;Luxembourg;Europe & Central Asia;High income
2011;0;Luxembourg;Europe & Central Asia;High income
2012;0;Luxembourg;Europe & Central Asia;High income
2013;0,1;Luxembourg;Europe & Central Asia;High income
2014;0,2;Luxembourg;Europe & Central Asia;High income
2015;;Luxembourg;Europe & Central Asia;High income
2016;;Luxembourg;Europe & Central Asia;High income
1980;;Latvia;Europe & Central Asia;High income
1981;;Latvia;Europe & Central Asia;High income
1982;;Latvia;Europe & Central Asia;High income
1983;;Latvia;Europe & Central Asia;High income
1984;;Latvia;Europe & Central Asia;High income
1985;;Latvia;Europe & Central Asia;High income
1986;;Latvia;Europe & Central Asia;High income
1987;;Latvia;Europe & Central Asia;High income
1988;;Latvia;Europe & Central Asia;High income
1989;;Latvia;Europe & Central Asia;High income
1990;;Latvia;Europe & Central Asia;High income
1991;;Latvia;Europe & Central Asia;High income
1992;;Latvia;Europe & Central Asia;High income
1993;0;Latvia;Europe & Central Asia;High income
1994;;Latvia;Europe & Central Asia;High income
1995;0;Latvia;Europe & Central Asia;High income
1996;1,6;Latvia;Europe & Central Asia;High income
1997;;Latvia;Europe & Central Asia;High income
1998;;Latvia;Europe & Central Asia;High income
1999;;Latvia;Europe & Central Asia;High income
2000;;Latvia;Europe & Central Asia;High income
2001;;Latvia;Europe & Central Asia;High income
2002;;Latvia;Europe & Central Asia;High income
2003;;Latvia;Europe & Central Asia;High income
2004;2,5;Latvia;Europe & Central Asia;High income
2005;2,2;Latvia;Europe & Central Asia;High income
2006;1,5;Latvia;Europe & Central Asia;High income
2007;0,5;Latvia;Europe & Central Asia;High income
2008;1,2;Latvia;Europe & Central Asia;High income
2009;1,7;Latvia;Europe & Central Asia;High income
2010;1,7;Latvia;Europe & Central Asia;High income
2011;1;Latvia;Europe & Central Asia;High income
2012;1;Latvia;Europe & Central Asia;High income
2013;1,2;Latvia;Europe & Central Asia;High income
2014;0,7;Latvia;Europe & Central Asia;High income
2015;0,7;Latvia;Europe & Central Asia;High income
2016;;Latvia;Europe & Central Asia;High income
1980;;Macao SAR, China;East Asia & Pacific;High income
1981;;Macao SAR, China;East Asia & Pacific;High income
1982;;Macao SAR, China;East Asia & Pacific;High income
1983;;Macao SAR, China;East Asia & Pacific;High income
1984;;Macao SAR, China;East Asia & Pacific;High income
1985;;Macao SAR, China;East Asia & Pacific;High income
1986;;Macao SAR, China;East Asia & Pacific;High income
1987;;Macao SAR, China;East Asia & Pacific;High income
1988;;Macao SAR, China;East Asia & Pacific;High income
1989;;Macao SAR, China;East Asia & Pacific;High income
1990;;Macao SAR, China;East Asia & Pacific;High income
1991;;Macao SAR, China;East Asia & Pacific;High income
1992;;Macao SAR, China;East Asia & Pacific;High income
1993;;Macao SAR, China;East Asia & Pacific;High income
1994;;Macao SAR, China;East Asia & Pacific;High income
1995;;Macao SAR, China;East Asia & Pacific;High income
1996;;Macao SAR, China;East Asia & Pacific;High income
1997;;Macao SAR, China;East Asia & Pacific;High income
1998;;Macao SAR, China;East Asia & Pacific;High income
1999;;Macao SAR, China;East Asia & Pacific;High income
2000;;Macao SAR, China;East Asia & Pacific;High income
2001;;Macao SAR, China;East Asia & Pacific;High income
2002;;Macao SAR, China;East Asia & Pacific;High income
2003;;Macao SAR, China;East Asia & Pacific;High income
2004;;Macao SAR, China;East Asia & Pacific;High income
2005;;Macao SAR, China;East Asia & Pacific;High income
2006;;Macao SAR, China;East Asia & Pacific;High income
2007;;Macao SAR, China;East Asia & Pacific;High income
2008;;Macao SAR, China;East Asia & Pacific;High income
2009;;Macao SAR, China;East Asia & Pacific;High income
2010;;Macao SAR, China;East Asia & Pacific;High income
2011;;Macao SAR, China;East Asia & Pacific;High income
2012;;Macao SAR, China;East Asia & Pacific;High income
2013;;Macao SAR, China;East Asia & Pacific;High income
2014;;Macao SAR, China;East Asia & Pacific;High income
2015;;Macao SAR, China;East Asia & Pacific;High income
2016;;Macao SAR, China;East Asia & Pacific;High income
1980;;St. Martin (French part);Latin America & Caribbean;High income
1981;;St. Martin (French part);Latin America & Caribbean;High income
1982;;St. Martin (French part);Latin America & Caribbean;High income
1983;;St. Martin (French part);Latin America & Caribbean;High income
1984;;St. Martin (French part);Latin America & Caribbean;High income
1985;;St. Martin (French part);Latin America & Caribbean;High income
1986;;St. Martin (French part);Latin America & Caribbean;High income
1987;;St. Martin (French part);Latin America & Caribbean;High income
1988;;St. Martin (French part);Latin America & Caribbean;High income
1989;;St. Martin (French part);Latin America & Caribbean;High income
1990;;St. Martin (French part);Latin America & Caribbean;High income
1991;;St. Martin (French part);Latin America & Caribbean;High income
1992;;St. Martin (French part);Latin America & Caribbean;High income
1993;;St. Martin (French part);Latin America & Caribbean;High income
1994;;St. Martin (French part);Latin America & Caribbean;High income
1995;;St. Martin (French part);Latin America & Caribbean;High income
1996;;St. Martin (French part);Latin America & Caribbean;High income
1997;;St. Martin (French part);Latin America & Caribbean;High income
1998;;St. Martin (French part);Latin America & Caribbean;High income
1999;;St. Martin (French part);Latin America & Caribbean;High income
2000;;St. Martin (French part);Latin America & Caribbean;High income
2001;;St. Martin (French part);Latin America & Caribbean;High income
2002;;St. Martin (French part);Latin America & Caribbean;High income
2003;;St. Martin (French part);Latin America & Caribbean;High income
2004;;St. Martin (French part);Latin America & Caribbean;High income
2005;;St. Martin (French part);Latin America & Caribbean;High income
2006;;St. Martin (French part);Latin America & Caribbean;High income
2007;;St. Martin (French part);Latin America & Caribbean;High income
2008;;St. Martin (French part);Latin America & Caribbean;High income
2009;;St. Martin (French part);Latin America & Caribbean;High income
2010;;St. Martin (French part);Latin America & Caribbean;High income
2011;;St. Martin (French part);Latin America & Caribbean;High income
2012;;St. Martin (French part);Latin America & Caribbean;High income
2013;;St. Martin (French part);Latin America & Caribbean;High income
2014;;St. Martin (French part);Latin America & Caribbean;High income
2015;;St. Martin (French part);Latin America & Caribbean;High income
2016;;St. Martin (French part);Latin America & Caribbean;High income
1980;;Morocco;Middle East & North Africa;Lower middle income
1981;;Morocco;Middle East & North Africa;Lower middle income
1982;;Morocco;Middle East & North Africa;Lower middle income
1983;;Morocco;Middle East & North Africa;Lower middle income
1984;11,1;Morocco;Middle East & North Africa;Lower middle income
1985;;Morocco;Middle East & North Africa;Lower middle income
1986;;Morocco;Middle East & North Africa;Lower middle income
1987;;Morocco;Middle East & North Africa;Lower middle income
1988;;Morocco;Middle East & North Africa;Lower middle income
1989;;Morocco;Middle East & North Africa;Lower middle income
1990;2,9;Morocco;Middle East & North Africa;Lower middle income
1991;;Morocco;Middle East & North Africa;Lower middle income
1992;;Morocco;Middle East & North Africa;Lower middle income
1993;;Morocco;Middle East & North Africa;Lower middle income
1994;;Morocco;Middle East & North Africa;Lower middle income
1995;;Morocco;Middle East & North Africa;Lower middle income
1996;;Morocco;Middle East & North Africa;Lower middle income
1997;;Morocco;Middle East & North Africa;Lower middle income
1998;7,5;Morocco;Middle East & North Africa;Lower middle income
1999;;Morocco;Middle East & North Africa;Lower middle income
2000;6,3;Morocco;Middle East & North Africa;Lower middle income
2001;;Morocco;Middle East & North Africa;Lower middle income
2002;;Morocco;Middle East & North Africa;Lower middle income
